Order_id,qty,price_each
142360,1,11.95
142361,1,700
142362,1,2.99
142363,1,150
142364,1,700
142365,1,99.99
142366,1,109.99
142367,1,600
142368,1,2.99
142369,1,149.99
142370,1,11.99
142371,1,11.95
142372,1,2.99
142373,1,600
142374,1,2.99
142375,1,300
142376,1,389.99
142377,1,11.95
142378,1,14.95
142379,1,600
142379,1,11.95
142380,2,3.84
142381,2,2.99
142382,1,149.99
142383,1,99.99
142384,1,2.99
142385,1,14.95
142386,1,2.99
142387,1,379.99
142388,1,149.99
142389,1,700
142389,1,14.95
142390,1,11.95
142391,1,3.84
142392,1,389.99
142393,1,11.99
142394,1,2.99
142395,1,11.99
142396,1,400
142396,1,11.95
142397,1,3.84
142398,1,11.99
142399,1,99.99
142400,1,400
142401,1,11.95
142402,1,2.99
142403,1,3.84
142404,1,14.95
142405,1,3.84
142406,1,600
142407,1,11.95
142408,1,379.99
142409,1,14.95
142410,1,11.95
142411,1,600
142412,1,109.99
142413,1,389.99
142414,2,3.84
142415,2,14.95
142416,1,150
142417,1,3.84
142418,1,999.99
142419,1,600
142419,2,11.99
142420,1,379.99
142421,1,700
142422,2,3.84
142423,1,11.95
142424,1,14.95
142425,1,11.95
142426,1,2.99
142427,1,149.99
142428,1,11.95
142429,1,150
142430,1,1700
142431,1,400
142432,1,379.99
142433,1,11.99
142434,1,11.99
142435,1,1700
142436,1,3.84
142437,1,109.99
142438,1,14.95
142439,1,300
142440,1,700
142441,1,2.99
142442,1,379.99
142443,1,99.99
142444,1,11.99
142445,1,379.99
142446,1,150
142447,1,11.99
142448,1,149.99
142449,1,700
142450,1,379.99
142451,1,2.99
142452,1,2.99
142453,1,400
142453,1,99.99
142454,1,3.84
142455,1,11.95
142456,1,300
142457,1,14.95
142458,1,150
142459,1,11.95
142460,1,389.99
142461,1,99.99
142462,1,11.99
142463,1,14.95
142464,1,1700
142465,1,14.95
142466,1,14.95
142467,3,2.99
142468,1,150
142469,1,11.99
142470,1,379.99
142471,1,99.99
142472,2,2.99
142473,3,3.84
142474,1,11.95
142475,1,3.84
142476,2,3.84
142477,1,3.84
142478,1,14.95
142479,1,999.99
142480,1,2.99
142481,1,389.99
142482,1,149.99
142483,1,3.84
142484,1,11.99
142485,1,99.99
142486,1,11.95
142487,1,14.95
142488,1,999.99
142489,1,3.84
142490,1,11.99
142491,1,14.95
142492,1,11.95
142493,1,11.99
142494,1,99.99
142495,1,2.99
142496,1,11.95
142497,1,3.84
142498,1,3.84
142499,1,14.95
142500,1,2.99
142501,1,3.84
142502,1,11.95
142503,1,150
142504,1,600
142504,2,11.95
142505,1,11.95
142506,1,99.99
142507,1,2.99
142508,1,600
142509,1,11.95
142510,1,389.99
142511,1,99.99
142512,1,149.99
142513,1,2.99
142514,1,1700
142515,1,300
142516,1,379.99
142517,1,14.95
142518,1,150
142519,1,2.99
142520,1,2.99
142521,1,109.99
142522,1,11.99
142523,1,11.95
142524,1,109.99
142525,2,2.99
142526,1,400
142527,1,389.99
142528,1,379.99
142529,1,389.99
142530,1,999.99
142531,1,11.99
142532,1,99.99
142533,1,3.84
142534,3,3.84
142535,1,11.99
142536,3,3.84
142537,1,11.95
142538,2,11.95
142539,1,150
142540,1,2.99
142541,1,109.99
142542,1,400
142543,1,11.99
142544,1,11.95
142545,1,99.99
142546,1,149.99
142547,1,3.84
142548,2,3.84
142549,1,300
142550,1,11.95
142551,1,389.99
142552,1,11.95
142553,1,11.99
142554,1,700
142555,1,11.95
142556,1,150
142557,1,11.95
142558,1,400
142559,3,2.99
142560,1,600
142561,1,379.99
142562,1,1700
142563,1,1700
142564,1,3.84
142565,1,149.99
142566,1,11.99
142567,1,11.95
142568,1,149.99
142569,1,700
142569,1,14.95
142570,2,2.99
142570,2,3.84
142571,1,14.95
142572,1,3.84
142573,1,149.99
142574,1,11.95
142575,1,600
142576,2,2.99
142577,1,11.95
142578,1,99.99
142579,1,99.99
142580,1,999.99
142581,1,11.95
142582,1,300
142583,2,14.95
142584,1,109.99
142585,1,14.95
142586,1,11.99
142587,1,700
142587,1,14.95
142588,1,3.84
142589,1,150
142590,1,11.99
142591,1,11.95
142592,3,11.95
142593,2,2.99
142594,1,11.95
142595,1,11.95
142596,1,600
142597,1,3.84
142598,1,300
142599,1,389.99
142600,1,700
142601,1,11.99
142602,1,389.99
142603,1,149.99
142604,1,150
142604,1,2.99
142605,1,3.84
142606,1,150
142607,1,389.99
142608,1,150
142609,1,99.99
142610,1,150
142610,1,700
142611,1,2.99
142612,1,600
142613,2,2.99
142614,1,2.99
142615,1,700
142616,1,1700
142617,1,1700
142618,1,11.95
142619,1,379.99
142620,1,14.95
142621,1,99.99
142622,1,11.99
142623,1,150
142624,1,3.84
142625,1,14.95
142626,1,2.99
142627,1,700
142628,2,2.99
142629,1,150
142630,1,11.99
142631,1,99.99
142632,1,14.95
142633,1,2.99
142634,1,600
142634,1,11.95
142635,1,999.99
142636,1,99.99
142637,1,11.99
142638,1,11.95
142639,1,2.99
142639,1,389.99
142640,1,14.95
142641,1,149.99
142642,1,11.99
142643,1,3.84
142644,1,11.99
142645,1,14.95
142646,1,14.95
142647,1,3.84
142648,1,99.99
142649,1,3.84
142650,1,379.99
142651,1,11.95
142651,1,3.84
142652,1,11.95
142652,1,14.95
142653,1,11.99
142654,1,11.99
142655,1,109.99
142656,1,11.95
142657,1,99.99
142658,1,109.99
142659,1,150
142660,1,389.99
142661,2,11.95
142662,1,11.99
142663,1,14.95
142664,1,150
142665,1,99.99
142666,1,1700
142667,1,11.95
142668,1,2.99
142669,1,389.99
142670,1,149.99
142671,1,149.99
142672,1,700
142673,1,1700
142674,1,999.99
142675,1,11.99
142676,1,3.84
142677,1,600
142678,1,11.95
142679,1,1700
142680,1,150
142681,1,11.99
142682,1,379.99
142683,1,11.95
142683,1,11.99
142684,1,3.84
142685,1,149.99
142686,2,2.99
142687,1,11.95
142688,1,11.95
142689,1,11.95
142690,1,2.99
142691,1,149.99
142692,1,109.99
142693,1,99.99
142694,1,150
142695,1,14.95
142696,1,150
142697,1,2.99
142698,1,11.99
142699,1,11.99
142700,1,11.95
142701,1,600
142702,1,3.84
142703,1,14.95
142704,1,14.95
142705,1,14.95
142706,1,149.99
142707,1,389.99
142708,1,14.95
142709,1,1700
142710,1,11.99
142711,1,150
142712,1,149.99
142713,1,11.95
142714,1,600
142715,1,11.99
142716,1,379.99
142717,1,400
142718,1,11.99
142719,1,99.99
142720,1,99.99
142721,1,149.99
142722,1,3.84
142723,1,389.99
142724,1,150
142725,1,14.95
142726,1,3.84
142727,1,1700
142727,2,3.84
142728,1,14.95
142729,1,11.99
142730,1,600
142730,1,11.95
142731,1,14.95
142732,1,3.84
142733,3,2.99
142734,1,3.84
142735,1,11.95
142736,1,99.99
142737,1,11.95
142738,1,1700
142739,1,3.84
142740,1,400
142741,1,14.95
142742,1,11.95
142743,1,300
142744,1,300
142745,1,99.99
142746,2,14.95
142747,2,3.84
142748,1,999.99
142749,1,11.99
142750,1,2.99
142751,1,11.99
142752,1,3.84
142753,1,99.99
142754,1,11.95
142755,1,700
142756,1,3.84
142757,1,379.99
142758,1,389.99
142759,1,99.99
142760,2,11.99
142761,1,3.84
142762,1,700
142763,1,2.99
142764,3,3.84
142765,1,11.99
142766,1,11.95
142767,1,379.99
142768,1,300
142769,1,11.95
142770,1,11.95
142771,1,600
142772,1,400
142773,2,2.99
142774,1,700
142775,1,149.99
142776,1,11.99
142777,1,11.99
142778,1,1700
142779,1,2.99
142780,1,11.99
142781,1,389.99
142782,1,14.95
142783,1,300
142784,4,2.99
142785,1,99.99
142786,1,149.99
142787,1,14.95
142788,1,14.95
142789,1,2.99
142790,1,99.99
142790,1,1700
142791,1,99.99
